Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(SI),expr(LI),log(exprSI),log(exprLI)
NFKBID,7.33E-21,-0.271884719,0.033,0.024,2.68E-16,0.045516925,0.054965359,-1.341827084,-1.259910928
CWC27,3.29E-24,-0.272024079,0.215,0.188,1.20E-19,0.378834578,0.457451984,-0.421550388,-0.339654484
ZNF569,4.41E-27,-0.272122115,0.024,0.016,1.61E-22,0.034465626,0.041629049,-1.462613827,-1.380603515
SLC30A9,2.61E-57,-0.27240334,0.296,0.247,9.56E-53,0.543187958,0.656081268,-0.265049866,-0.183042362
ZRSR2,8.44E-12,-0.272739921,0.076,0.065,3.09E-07,0.115032788,0.138980077,-0.939178353,-0.857047451
CYREN,1.02E-09,-0.273245804,0.089,0.079,3.75E-05,0.129552911,0.156576737,-0.887552825,-0.805272762
EFCAB14,6.75E-62,-0.273417731,0.284,0.234,2.47E-57,0.517336245,0.625296613,-0.286227094,-0.203913924
DGKD,3.08E-192,-0.273473266,0.339,0.247,1.13E-187,0.69903607,0.84494386,-0.155500414,-0.073172145
PPP2R5A,9.13E-43,-0.273489773,0.274,0.234,3.34E-38,0.520467142,0.629112242,-0.283606683,-0.201271863
ABRACL,1.39E-117,-0.273597468,0.361,0.279,5.10E-113,0.725913784,0.877506879,-0.139114957,-0.05674947
UVRAG,3.59E-133,-0.273767293,0.315,0.24,1.31E-128,0.648927661,0.784536988,-0.187803713,-0.105386576
NISCH,7.11E-17,-0.273771331,0.091,0.077,2.60E-12,0.143420496,0.1733992,-0.843388781,-0.76095291
SMARCC2,6.95E-29,-0.27424078,0.171,0.146,2.54E-24,0.278094313,0.336324428,-0.555807892,-0.473241587
ARL6IP5,7.67E-88,-0.274429868,0.303,0.243,2.81E-83,0.562712735,0.680619052,-0.249713256,-0.167095898
ZNF674,1.30E-15,-0.274457342,0.026,0.019,4.75E-11,0.036485832,0.044140029,-1.437875742,-1.355167388
GLRX3,1.46E-38,-0.274515276,0.212,0.179,5.33E-34,0.335319484,0.405607287,-0.47454121,-0.391894251
ZNF592,6.10E-43,-0.274674751,0.149,0.12,2.23E-38,0.242016311,0.292781288,-0.616155363,-0.533456683
ZNF26,4.14E-22,-0.274718159,0.082,0.067,1.52E-17,0.116217795,0.14060437,-0.93472737,-0.852001182
SASH1,5.64E-16,-0.274733471,0.132,0.115,2.06E-11,0.210497328,0.254662467,-0.676753414,-0.594035059
ZFAND6,2.23E-54,-0.274915068,0.44,0.369,8.16E-50,1.018359531,1.232145473,0.007901132,0.090661986
ZNF484,4.97E-18,-0.27512819,0.035,0.026,1.82E-13,0.050435992,0.061041676,-1.297259433,-1.21437355
EIF4A3,1.22E-26,-0.275279358,0.196,0.17,4.48E-22,0.32632357,0.394935059,-0.486351556,-0.403474311
SLC15A4,6.99E-29,-0.275408059,0.081,0.064,2.56E-24,0.113841069,0.137794993,-0.943701035,-0.860766563
RPS6KA5,5.31E-39,-0.275456744,0.321,0.276,1.94E-34,0.738214427,0.893526934,-0.131817472,-0.048892352
THAP12,3.43E-07,-0.275492723,0.135,0.125,0.012570349,0.203364408,0.246162794,-0.691725052,-0.608777588
SCO1,1.49E-25,-0.27568764,0.168,0.145,5.46E-21,0.25652492,0.310550627,-0.590870439,-0.507867589
ARV1,3.02E-10,-0.275787862,0.126,0.113,1.11E-05,0.1836311,0.222322931,-0.736053763,-0.65301574
PSAP,4.54E-38,-0.275911271,0.469,0.4,1.66E-33,1.181062243,1.429990302,0.072272786,0.155333092
TANC1,5.71E-25,-0.276051397,0.35,0.307,2.09E-20,0.76908964,0.931281374,-0.114023039,-0.030919083
CCT6A,1.12E-60,-0.276107943,0.351,0.289,4.09E-56,0.700511011,0.848274391,-0.154585034,-0.071463644
BTRC,1.58E-80,-0.276272902,0.191,0.146,5.77E-76,0.349371625,0.423119771,-0.45671237,-0.373536681
RORA-AS1,9.75E-41,-0.276472878,0.075,0.055,3.57E-36,0.11674963,0.141419681,-0.932744487,-0.849490146
ZNF770,6.83E-32,-0.276617813,0.117,0.095,2.50E-27,0.172537067,0.209012098,-0.76311759,-0.679828576
PCID2,1.72E-38,-0.276705396,0.133,0.107,6.29E-34,0.200896767,0.243380445,-0.697027052,-0.613714319
THSD7A,5.61E-23,-0.276803119,0.043,0.032,2.05E-18,0.089655535,0.108627366,-1.047422894,-0.964060753
KDM1A,2.46E-68,-0.276920927,0.213,0.168,9.02E-64,0.3617249,0.438277181,-0.441621594,-0.35825114
USP32,5.41E-34,-0.276962479,0.224,0.192,1.98E-29,0.417513522,0.505885594,-0.379329455,-0.295947687
FANK1,4.05E-10,-0.276994014,0.051,0.059,1.48E-05,0.08450306,0.102398655,-1.073127564,-0.989705748
TAF1,2.88E-69,-0.27708395,0.207,0.163,1.06E-64,0.356718465,0.432260197,-0.447674409,-0.364254753
CDR2,1.96E-21,-0.277227858,0.317,0.279,7.16E-17,0.67781314,0.82142641,-0.168890016,-0.085431338
B4GALT5,5.16E-66,-0.27751579,0.276,0.225,1.89E-61,0.562251103,0.681516939,-0.250069684,-0.166523345
ABHD3,3.55E-26,-0.277894374,0.388,0.34,1.30E-21,1.09532081,1.328002339,0.039541339,0.12319884
DAG1,2.25E-11,-0.277931872,0.144,0.13,8.24E-07,0.220018884,0.266772167,-0.657540043,-0.573859484
C1QBP,6.19E-10,-0.278276664,0.369,0.328,2.27E-05,0.998562501,1.211011097,-0.000624747,0.083148123
FAM76A,1.61E-24,-0.278316557,0.079,0.063,5.89E-20,0.111570435,0.135319323,-0.952450874,-0.868640183
RSBN1,8.75E-27,-0.278337158,0.218,0.19,3.20E-22,0.366729857,0.444777637,-0.435653731,-0.351857056
TBILA,9.44E-18,-0.278362649,0.013,0.019,3.46E-13,0.028046901,0.034024831,-1.552115117,-1.468204017
HCP5,1.59E-13,-0.278556638,0.094,0.082,5.83E-09,0.146567168,0.177792209,-0.833963304,-0.750087274
VIRMA,5.09E-49,-0.278604065,0.156,0.124,1.86E-44,0.251628899,0.3052401,-0.599239483,-0.515358413
CEMIP2,5.55E-183,-0.278739774,0.534,0.406,2.03E-178,1.537974196,1.86577896,0.186949049,0.270860191
TBC1D22A,1.16E-87,-0.279225296,0.515,0.415,4.23E-83,1.377954606,1.672216314,0.139234911,0.223292456
LACC1,2.82E-10,-0.279358299,0.05,0.042,1.03E-05,0.072225614,0.087666044,-1.141308759,-1.057168589
STARD7,1.78E-37,-0.279666875,0.245,0.209,6.52E-33,0.414687086,0.503403765,-0.382279489,-0.29808354
RAB2A,2.92E-54,-0.279705497,0.574,0.461,1.07E-49,1.516298742,1.840715464,0.180784775,0.264986661
TMLHE,3.30E-31,-0.279834731,0.145,0.121,1.21E-26,0.229089432,0.278136433,-0.639994945,-0.555742119
ACBD3,1.51E-62,-0.279890196,0.278,0.227,5.53E-58,0.496632018,0.602971243,-0.303965284,-0.2197034
ARNT,2.42E-40,-0.279907131,0.144,0.117,8.85E-36,0.245634097,0.298237546,-0.609711348,-0.525437682
TOM1L2,2.14E-16,-0.279943785,0.22,0.197,7.84E-12,0.421929219,0.512293419,-0.374760398,-0.290481223
MMS22L,8.56E-19,-0.279969544,0.13,0.111,3.13E-14,0.244160817,0.296461639,-0.61232403,-0.528031495
ZNF37A,7.29E-65,-0.280161756,0.154,0.118,2.67E-60,0.247987658,0.301148192,-0.605569933,-0.521219739
SAR1A,1.17E-44,-0.280292762,0.198,0.165,4.29E-40,0.324577823,0.394189801,-0.488681157,-0.404294617
CTBP1-DT,5.18E-21,-0.280324967,0.036,0.026,1.90E-16,0.048467296,0.058871088,-1.314551208,-1.23009794
STRN3,1.56E-89,-0.280606,0.358,0.287,5.72E-85,0.808384482,0.981957773,-0.092382032,-0.007907188
STIM2,1.28E-122,-0.280673252,0.238,0.176,4.70E-118,0.455305969,0.553097317,-0.341696656,-0.257198448
LARP4B,6.81E-64,-0.280763796,0.41,0.34,2.49E-59,0.908668577,1.103894101,-0.04159449,0.042927413
SMAD2,6.72E-53,-0.280787725,0.355,0.298,2.46E-48,0.731349209,0.888494552,-0.135875204,-0.051345231
NR2C1,1.72E-28,-0.280867736,0.16,0.135,6.29E-24,0.264774475,0.321690333,-0.577123884,-0.49256199
MPV17,1.31E-07,-0.281033049,0.075,0.067,0.00478361,0.10438111,0.126838894,-0.981378088,-0.896747553
ACAT1,1.99E-34,-0.281041715,0.261,0.225,7.27E-30,0.504331563,0.612808222,-0.297283851,-0.212675417
CCDC97,5.49E-11,-0.281078447,0.066,0.057,2.01E-06,0.093520384,0.113645986,-1.029093719,-0.944445898
ZMYM4,1.76E-53,-0.281134077,0.284,0.235,6.45E-49,0.578071376,0.70245237,-0.238018535,-0.153383118
LMNA,5.25E-19,-0.281711122,0.517,0.434,1.92E-14,1.38622855,1.685158227,0.141834839,0.226640685
ZNF607,2.02E-09,-0.281979777,0.02,0.016,7.39E-05,0.026136923,0.031788013,-1.582745547,-1.497736624
SUFU,1.26E-51,-0.282084244,0.089,0.065,4.62E-47,0.133788964,0.162689846,-0.873579709,-0.788639552
HSP90AA1,0,-0.282112439,0.756,0.742,0,6.022223268,7.322876324,0.779756852,0.864681699
ANGEL2,1.23E-32,-0.282209965,0.106,0.085,4.50E-28,0.167210069,0.203345969,-0.776737574,-0.691764433
YWHAE,2.74E-24,-0.282268235,0.568,0.474,1.00E-19,1.573307037,1.913316254,0.196813485,0.281786761
SPTBN1,5.39E-40,-0.282299116,0.542,0.453,1.97E-35,1.514037152,1.84127724,0.180136532,0.265119185
PSMD13,1.07E-52,-0.282401177,0.227,0.188,3.93E-48,0.370664788,0.4508181,-0.431018669,-0.345998655
VBP1,1.10E-08,-0.282821172,0.14,0.129,0.000401933,0.201175921,0.244754032,-0.696424001,-0.611270145
CNBP,5.73E-64,-0.283193969,0.492,0.401,2.10E-59,1.201317369,1.461875372,0.079657756,0.16491035
DARS-AS1,3.71E-11,-0.283530117,0.01,0.006,1.36E-06,0.012402665,0.015105286,-1.906485001,-1.820871034
PHF1,2.69E-68,-0.283874621,0.083,0.057,9.84E-64,0.130723554,0.159159873,-0.883646153,-0.798166417
THEM4,7.05E-33,-0.284035021,0.086,0.067,2.58E-28,0.120996042,0.147333395,-0.917228835,-0.831698802
N4BP1,6.42E-51,-0.284196728,0.217,0.178,2.35E-46,0.398404562,0.48515916,-0.399675697,-0.314115764
CDK12,2.60E-71,-0.284459523,0.254,0.205,9.52E-67,0.449787398,0.54782947,-0.346992717,-0.261354609
SARNP,3.03E-60,-0.284555212,0.277,0.229,1.11E-55,0.484369868,0.589988456,-0.314822882,-0.229156486
PPME1,2.50E-16,-0.28470988,0.143,0.125,9.14E-12,0.239451132,0.291700214,-0.620783105,-0.535063252
RASSF1,3.55E-50,-0.284711637,0.096,0.072,1.30E-45,0.146551118,0.178532861,-0.834010863,-0.748281835
RBL2,8.15E-103,-0.28473238,0.265,0.205,2.98E-98,0.485175853,0.591042754,-0.314100822,-0.228381103
VPS13D,2.22E-70,-0.28479492,0.39,0.321,8.12E-66,0.879420451,1.071351763,-0.055803439,0.029932089
CENPC,3.07E-76,-0.284946446,0.224,0.176,1.12E-71,0.395041022,0.481313334,-0.403357804,-0.317572107
RBBP9,6.72E-26,-0.285072898,0.035,0.024,2.46E-21,0.046401898,0.056548573,-1.333464252,-1.24757835
FAM91A1,3.38E-75,-0.285486125,0.175,0.134,1.24E-70,0.294771568,0.359282917,-0.530514408,-0.444563432
ATP6V0A2,5.06E-84,-0.285750496,0.138,0.1,1.85E-79,0.213303573,0.260035672,-0.67100187,-0.58496707
IKBKB,2.38E-35,-0.285931528,0.167,0.138,8.70E-31,0.270014649,0.329210292,-0.568612674,-0.482526596
TUT7,1.64E-101,-0.285953121,0.306,0.241,5.99E-97,0.581632553,0.709144592,-0.235351294,-0.149265205
GSK3B,4.66E-80,-0.286022093,0.434,0.354,1.70E-75,0.995039997,1.213235346,-0.002159462,0.083945055
NGRN,4.29E-20,-0.28619902,0.201,0.179,1.57E-15,0.324517501,0.395733388,-0.488761877,-0.402597307
DDX5,2.56E-20,-0.28627118,0.672,0.559,9.36E-16,2.239590038,2.731154068,0.350168527,0.4363462
SMARCAD1,7.70E-25,-0.286283321,0.18,0.154,2.82E-20,0.306664869,0.373985326,-0.513335973,-0.427145438
ZNF343,3.41E-07,-0.286345031,0.023,0.019,0.012488052,0.033261771,0.040573472,-1.478054627,-1.391757822
BNIP2,1.01E-38,-0.286756016,0.208,0.176,3.71E-34,0.35108168,0.428291696,-0.454591833,-0.368260346
HAUS1,1.46E-13,-0.286804221,0.083,0.071,5.33E-09,0.112543917,0.137305453,-0.948677975,-0.862312214
LINC01355,8.57E-07,-0.286818805,0.028,0.024,0.031356993,0.040894098,0.049897839,-1.388339371,-1.30191826
NT5C3A,1.37E-39,-0.286844616,0.36,0.308,5.03E-35,0.742976056,0.906417032,-0.129025182,-0.042671942
EXOC8,7.74E-20,-0.286868889,0.04,0.03,2.83E-15,0.058282898,0.071113729,-1.23445886,-1.14804655
COX15,1.42E-22,-0.287141172,0.108,0.09,5.21E-18,0.155854923,0.190186481,-0.807279476,-0.720820358
SERINC2,7.90E-76,-0.287169928,0.428,0.344,2.89E-71,1.013366911,1.236564326,0.005766719,0.092216713
SYK,3.66E-67,-0.28732993,0.308,0.251,1.34E-62,0.596000615,0.727356177,-0.224753292,-0.138252869
BRD9,1.55E-10,-0.287449226,0.115,0.102,5.66E-06,0.173251916,0.211459789,-0.761321953,-0.674772205
UBR1,7.85E-98,-0.287695997,0.273,0.213,2.87E-93,0.518791685,0.633292651,-0.285006993,-0.198395552
ATP6V1H,1.37E-29,-0.287754216,0.214,0.185,5.01E-25,0.372630643,0.454893793,-0.428721434,-0.342089989
CCNT1,8.79E-39,-0.287804837,0.129,0.104,3.22E-34,0.19879754,0.242697544,-0.701588993,-0.614934618
RAB14,3.48E-75,-0.287890989,0.3,0.245,1.27E-70,0.543586941,0.663649647,-0.264730985,-0.178061132
ABCC10,2.44E-13,-0.287990897,0.052,0.043,8.94E-09,0.074195848,0.090597806,-1.129620397,-1.042882319
PCA3,1.68E-11,-0.288308382,0.011,0.016,6.15E-07,0.020405592,0.024928683,-1.690250803,-1.603300657
LARP4,4.50E-109,-0.288342587,0.276,0.212,1.65E-104,0.508159469,0.620592102,-0.293999977,-0.207193756
SAMD9,3.32E-40,-0.28851365,0.094,0.072,1.21E-35,0.183979262,0.224718053,-0.735231127,-0.648362036
KIAA0100,4.79E-31,-0.288605273,0.154,0.129,1.75E-26,0.25733027,0.314327564,-0.589509124,-0.502617533
CCDC57,7.73E-39,-0.288929928,0.16,0.132,2.83E-34,0.243660732,0.297697774,-0.613214455,-0.526224412
RMND5A,6.53E-41,-0.289319279,0.205,0.172,2.39E-36,0.344383794,0.42086811,-0.462957294,-0.37585398
EHMT2,1.35E-21,-0.2893395,0.084,0.069,4.95E-17,0.11617177,0.14198051,-0.934899395,-0.847771267
ZBTB26,1.74E-15,-0.289357244,0.038,0.029,6.39E-11,0.055010111,0.067236857,-1.259557483,-1.172392594
ZBTB39,1.20E-06,-0.289406498,0.013,0.01,0.043942416,0.018914819,0.023125747,-1.723197808,-1.635904221
KBTBD2,1.68E-25,-0.289407724,0.134,0.113,6.15E-21,0.213751771,0.261243496,-0.670090279,-0.582954513
LRRC8B,9.41E-29,-0.289508563,0.146,0.122,3.44E-24,0.238909889,0.292010611,-0.621765873,-0.534601367
MTPAP,4.79E-07,-0.28951647,0.089,0.081,0.017538393,0.128682792,0.157289283,-0.890479525,-0.803300866
ZNF407,1.21E-80,-0.289615741,0.337,0.273,4.42E-76,0.799275293,0.976975162,-0.097303611,-0.010116477
CSTF1,5.62E-09,-0.289677196,0.056,0.048,0.000205585,0.079935928,0.097720264,-1.097257977,-1.010015367
PTEN,2.14E-57,-0.289747523,0.442,0.366,7.83E-53,1.030505992,1.259726903,0.013050522,0.100276405
TNPO1,1.19E-60,-0.290179406,0.308,0.252,4.36E-56,0.605178391,0.740016746,-0.218116588,-0.130758452
SLC35C2,5.38E-16,-0.290702354,0.139,0.123,1.97E-11,0.210652201,0.257686543,-0.676433998,-0.588908261
PRMT9,2.40E-16,-0.290726149,0.061,0.05,8.79E-12,0.096370495,0.11789503,-1.016055912,-0.928504502
CYB5B,1.25E-29,-0.290763205,0.27,0.235,4.56E-25,0.483836473,0.591880247,-0.315301397,-0.227766154
NET1,3.30E-47,-0.290784716,0.43,0.363,1.21E-42,1.012601345,1.238730039,0.0054385,0.092976669
AHSA1,1.72E-19,-0.290883376,0.168,0.148,6.29E-15,0.254598727,0.311482582,-0.594143773,-0.506566234
COG6,1.32E-45,-0.290976438,0.186,0.151,4.83E-41,0.327250905,0.400390295,-0.485119144,-0.397516457
DMGDH,8.86E-13,-0.291052384,0.065,0.054,3.24E-08,0.112261188,0.137364476,-0.949770365,-0.862125567
TNFRSF6B,2.30E-09,-0.291084125,0.009,0.013,8.42E-05,0.019234425,0.023543729,-1.715920782,-1.628124741
TMEM39B,5.18E-09,-0.291147354,0.043,0.036,0.000189547,0.056041871,0.068582832,-1.251487373,-1.163784588
PRPF40A,7.22E-57,-0.291169476,0.421,0.349,2.64E-52,0.907338038,1.110256923,-0.042230882,0.04542349
PTGES2,9.50E-18,-0.291492171,0.207,0.184,3.48E-13,0.328457246,0.402009904,-0.483521153,-0.395763247
CSF1,1.33E-07,-0.291783761,0.01,0.007,0.00487637,0.013745435,0.016835793,-1.861841518,-1.773766415
SPATS2L,1.13E-34,-0.291794898,0.483,0.402,4.14E-30,1.330506099,1.628764747,0.12401687,0.211858361
CS,2.58E-32,-0.291963907,0.246,0.212,9.43E-28,0.431006037,0.527692457,-0.365516647,-0.277619114
SERINC3,7.07E-26,-0.291987181,0.256,0.225,2.59E-21,0.460240734,0.563493756,-0.337014946,-0.249110892
ZBTB41,9.01E-22,-0.292214841,0.078,0.063,3.30E-17,0.118846558,0.145539123,-0.925013391,-0.837020246
ANKLE2,1.70E-59,-0.292225479,0.189,0.151,6.24E-55,0.35582172,0.43572286,-0.448767545,-0.360789654
MLYCD,3.31E-12,-0.29235327,0.098,0.086,1.21E-07,0.140432582,0.171988117,-0.852532119,-0.764501559
SMNDC1,1.48E-35,-0.292739964,0.135,0.11,5.40E-31,0.218351057,0.267481593,-0.660844702,-0.572706099
SOD2,9.14E-63,-0.292899037,0.406,0.333,3.35E-58,0.842159035,1.031737989,-0.074605888,0.013569422
GLYR1,4.59E-28,-0.293529942,0.259,0.226,1.68E-23,0.457682932,0.560961739,-0.339435283,-0.251066759
DYNC1LI2,2.78E-28,-0.293609975,0.312,0.272,1.02E-23,0.594735313,0.728978437,-0.225676274,-0.137285318
HENMT1,3.88E-10,-0.293733172,0.026,0.021,1.42E-05,0.033964529,0.041643307,-1.468974409,-1.380454786
KPNA3,3.82E-28,-0.293797175,0.231,0.201,1.40E-23,0.428960229,0.525855576,-0.367582971,-0.279133517
TMEM168,3.98E-17,-0.293861013,0.246,0.219,1.46E-12,0.448381958,0.549688267,-0.348351871,-0.259883533
COPS3,1.75E-23,-0.293868428,0.136,0.117,6.42E-19,0.195426237,0.239586844,-0.70901713,-0.620537034
ATP6V1A,4.73E-41,-0.294180352,0.2,0.167,1.73E-36,0.339362944,0.416132136,-0.469335581,-0.380768744
OPA1,1.15E-54,-0.294242936,0.328,0.274,4.22E-50,0.646926705,0.793297584,-0.189144921,-0.100563868
EXOSC1,2.64E-16,-0.29436425,0.117,0.102,9.67E-12,0.166808024,0.204573416,-0.777783063,-0.689150802
ALG13,3.80E-44,-0.294634908,0.247,0.208,1.39E-39,0.452817088,0.555423239,-0.344077192,-0.255375954
POLH,1.23E-23,-0.294640041,0.062,0.049,4.51E-19,0.089192306,0.109410728,-1.049672608,-0.960940091
ZNF573,3.14E-09,-0.294889549,0.047,0.04,0.000114985,0.063770578,0.078242506,-1.195379645,-1.106557246
MLLT1,1.15E-06,-0.29516985,0.063,0.056,0.042141339,0.088084731,0.108091893,-1.05509937,-0.966206877
BABAM1,3.20E-10,-0.295183049,0.179,0.164,1.17E-05,0.280590317,0.344305063,-0.551927321,-0.463056592
ZNF131,7.00E-39,-0.295776398,0.243,0.206,2.56E-34,0.439478388,0.539489026,-0.357062477,-0.268017385
AC246817.2,3.81E-10,-0.295949941,0.011,0.015,1.39E-05,0.014135693,0.017363642,-1.8496829,-1.760359177
FBXL18,1.73E-08,-0.29605376,0.058,0.051,0.000634849,0.082560466,0.101375559,-1.083227862,-0.994066736
NDOR1,5.59E-09,-0.296097441,0.032,0.026,0.000204756,0.044595683,0.054764762,-1.350707181,-1.261498799
C10orf143,1.68E-07,-0.29614275,0.032,0.027,0.0061582,0.04183349,0.051374904,-1.378475898,-1.289248976
PPP1R2,1.70E-129,-0.296158057,0.28,0.212,6.23E-125,0.485371601,0.595982677,-0.313925638,-0.224766364
CREB3L4,6.91E-13,-0.296178937,0.037,0.045,2.53E-08,0.057934239,0.071146108,-1.237064694,-1.14784885
PCGF6,5.56E-19,-0.296231044,0.068,0.055,2.03E-14,0.102364849,0.12570646,-0.989849151,-0.900642403
SMARCA4,2.25E-21,-0.296308778,0.244,0.216,8.23E-17,0.431927494,0.530415663,-0.36458915,-0.27538366
SLC7A6OS,1.43E-11,-0.296422139,0.075,0.065,5.24E-07,0.108230913,0.132927198,-0.965648677,-0.876386148
BRF1,8.32E-12,-0.296603868,0.089,0.077,3.04E-07,0.130337363,0.160096185,-0.884931072,-0.795619017
UBR2,8.99E-106,-0.296633458,0.447,0.354,3.29E-101,1.048977641,1.288442243,0.020766231,0.110064955
CCDC13,3.18E-07,-0.296639797,0.008,0.011,0.011648104,0.013961496,0.017157992,-1.85506804,-1.76553355
HMG20A,3.10E-29,-0.296730566,0.17,0.144,1.13E-24,0.28203114,0.346444444,-0.549702937,-0.460366399
CRTC1,2.27E-10,-0.296861204,0.076,0.066,8.31E-06,0.113922189,0.139959218,-0.943391679,-0.853998492
C16orf72,8.04E-47,-0.296919808,0.113,0.087,2.94E-42,0.173367524,0.21299461,-0.761032253,-0.671631387
PRCC,1.02E-31,-0.296930604,0.144,0.12,3.72E-27,0.221591676,0.272240919,-0.654446558,-0.565046597
FLOT1,1.38E-35,-0.296961327,0.282,0.242,5.06E-31,0.502531185,0.617396088,-0.298836982,-0.209436126
PAIP2,3.42E-51,-0.297035152,0.239,0.199,1.25E-46,0.404289192,0.496725908,-0.393307869,-0.303883188
AURKA,1.01E-06,-0.297316122,0.047,0.041,0.036825805,0.065099934,0.080007831,-1.186419453,-1.096867502
ACP5,1.31E-30,-0.297403222,0.04,0.028,4.78E-26,0.059737726,0.073422882,-1.223751315,-1.134168573
CTDSP2,4.79E-17,-0.297488305,0.171,0.152,1.75E-12,0.270316514,0.332229152,-0.568127421,-0.478562262
GPR39,3.00E-12,-0.297503038,0.218,0.197,1.10E-07,0.432878293,0.532023481,-0.363634191,-0.2740692
POLR3C,1.20E-20,-0.297602607,0.099,0.082,4.39E-16,0.143575343,0.176477869,-0.842920139,-0.75330975
MTMR14,7.05E-26,-0.297610525,0.12,0.1,2.58E-21,0.183324326,0.225334591,-0.736779904,-0.647172135
ISY1,2.67E-19,-0.297627113,0.107,0.091,9.77E-15,0.154263062,0.189617368,-0.811738053,-0.722121885
NPLOC4,4.96E-56,-0.297661406,0.193,0.156,1.82E-51,0.326991953,0.401931654,-0.485462935,-0.39584779
HEXB,3.77E-27,-0.297767886,0.244,0.212,1.38E-22,0.410868497,0.505065815,-0.386297157,-0.296652025
EFTUD2,1.14E-14,-0.298140821,0.127,0.112,4.17E-10,0.189513834,0.233027804,-0.722359081,-0.632592257
GUSB,4.59E-12,-0.298243539,0.173,0.157,1.68E-07,0.263278415,0.323748751,-0.579584744,-0.489791899
SCYL2,3.77E-32,-0.298360628,0.258,0.223,1.38E-27,0.482477133,0.593333825,-0.316523265,-0.226700893
CDC16,1.20E-40,-0.298656777,0.202,0.169,4.39E-36,0.333817791,0.410604841,-0.476490521,-0.386575935
LSR,2.01E-28,-0.298825331,0.35,0.301,7.36E-24,0.691899825,0.85114471,-0.159956779,-0.069996596
TRMT112,1.46E-31,-0.298976259,0.277,0.239,5.34E-27,0.540896779,0.665459076,-0.266885604,-0.176878647
MIR34AHG,2.69E-10,-0.299050028,0.022,0.017,9.85E-06,0.034588323,0.042564592,-1.461070497,-1.370951528
SH3BGRL2,2.62E-21,-0.299127576,0.315,0.28,9.59E-17,0.60677164,0.746581315,-0.216974726,-0.126922883
XRCC5,1.26E-58,-0.299146977,0.48,0.396,4.60E-54,1.168457367,1.437698849,0.067612871,0.157667925
SAMD9L,4.40E-24,-0.299202922,0.072,0.057,1.61E-19,0.137711401,0.169458382,-0.861030102,-0.770936945
LCMT1,2.88E-18,-0.299239597,0.183,0.163,1.06E-13,0.2814734,0.346361208,-0.550562642,-0.460470754
DNAJC16,2.63E-15,-0.299436961,0.139,0.123,9.62E-11,0.221057004,0.272056312,-0.65549572,-0.565341193
ZNF580,9.54E-28,-0.299852623,0.114,0.094,3.49E-23,0.164214721,0.202160801,-0.784587913,-0.694303051
PHKG2,4.27E-09,-0.299925972,0.122,0.111,0.000156407,0.200101181,0.246350227,-0.698750349,-0.608447034
NBPF1,9.96E-24,-0.300181137,0.111,0.092,3.65E-19,0.166579,0.205117977,-0.778379749,-0.687996276
SDCCAG8,4.54E-89,-0.300267996,0.305,0.242,1.66E-84,0.590982033,0.727728819,-0.228425723,-0.138030426
SHOC2,2.97E-75,-0.300333918,0.331,0.268,1.09E-70,0.663362892,0.816893992,-0.178248826,-0.087834298
FBXW11,3.21E-105,-0.300350975,0.339,0.266,1.17E-100,0.698780721,0.860518722,-0.155659086,-0.065239677
POLE,7.67E-07,-0.300369399,0.072,0.065,0.028090599,0.113686367,0.140009602,-0.944291613,-0.85384218
CMIP,3.10E-128,-0.300468468,0.469,0.369,1.13E-123,1.211868733,1.492479398,0.083455581,0.173908345
TTC28,5.74E-154,-0.30064701,0.195,0.134,2.10E-149,0.359831726,0.443212968,-0.443900548,-0.353387541
AC244131.2,1.66E-46,-0.30085119,0.081,0.059,6.08E-42,0.126880083,0.156309328,-0.896606546,-0.806015105
MEIS1,1.09E-140,-0.300919677,0.041,0.078,3.99E-136,0.343998381,0.423791181,-0.463443601,-0.372848085
CAPN10,1.15E-09,-0.30150987,0.037,0.03,4.23E-05,0.051944466,0.064027547,-1.284460714,-1.19363314
IVD,1.45E-13,-0.301622365,0.16,0.142,5.30E-09,0.245834042,0.303007194,-0.609357977,-0.51854706
CDK5RAP1,2.02E-36,-0.301659335,0.102,0.08,7.41E-32,0.146485541,0.180561847,-0.834205239,-0.743374011
MFSD11,2.81E-33,-0.301870734,0.148,0.123,1.03E-28,0.248578193,0.306442195,-0.604536973,-0.513651435
ATG2B,6.84E-87,-0.302611147,0.189,0.142,2.50E-82,0.339649413,0.418924452,-0.468969131,-0.377864289
